[0, 0, 0, 0, 0, 0, 0]
[10, 8, 8, 0, 0, 3, 0]
[6, 17, 7, 6, 0, 0, 0]
[11, 9, 0, 14, 3, 3, 0]
[8, 15, 0, 0, 18, 0, 0]
[16, 22, 0, 2, 0, 4, 0]
[0, 20, 0, 27, 0, 0, 0]
[20, 4, 5, 9, 0, 3, 0]
[11, 19, 0, 0, 17, 0, 0]
[12, 8, 19, 0, 0, 3, 0]
[10, 10, 17, 6, 0, 0, 0]
[5, 15, 0, 0, 12, 7, 0]
[22, 18, 0, 0, 7, 0, 0]
[11, 17, 11, 0, 0, 3, 0]
[9, 19, 0, 9, 0, 4, 0]
[13, 8, 7, 17, 0, 0, 0]
[0, 0, 7, 2, 8, 0, 0]
